Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Flight,5,4,5,5,1293,1
C,Ship,4,4,5,8,1982,1
A,Ship,5,2,3,7,5875,0
B,Ship,5,4,4,2,4183,0
B,Ship,4,2,2,9,5080,1
C,Ship,4,4,4,44,1692,1
B,Flight,3,5,3,8,5637,1
B,Ship,4,2,6,1,1154,1
F,Ship,5,4,3,9,4908,0
B,Flight,5,5,3,3,5718,1
F,Road,5,2,3,47,3673,1
F,Ship,4,3,2,10,5554,0
A,Ship,4,5,4,1,4082,0
D,Ship,4,1,7,6,4956,0
F,Ship,5,2,2,7,5836,0
F,Ship,4,4,2,4,4684,0
F,Ship,5,2,2,18,1918,1
B,Ship,5,3,4,6,5107,0
A,Flight,5,3,5,1,1568,1
F,Ship,6,3,5,5,1092,0
F,Road,4,4,2,1,4711,1
C,Flight,6,3,4,2,1833,1
B,Ship,4,2,3,52,3189,1
D,Ship,4,4,3,4,1330,1
D,Ship,6,4,6,61,2806,1
C,Ship,6,3,4,10,1174,0
F,Ship,4,5,3,21,3984,1
B,Ship,4,4,2,6,5676,1
A,Road,4,5,8,6,5700,0
B,Road,4,2,6,2,5476,0
C,Ship,2,5,3,9,4751,1
A,Flight,3,4,3,5,5467,0
F,Road,4,4,2,7,4572,1
B,Flight,6,2,5,22,1247,1
A,Ship,5,1,2,8,5646,0
C,Ship,3,4,3,8,5792,0
B,Road,4,3,3,6,4964,0
F,Ship,4,3,3,38,3705,1
B,Flight,4,3,3,8,4240,1
F,Flight,4,5,2,8,4512,0
B,Ship,3,1,4,10,4583,0
C,Flight,4,2,6,7,1934,0
C,Road,2,5,3,5,2947,1
D,Ship,4,4,2,12,2203,1
F,Ship,5,1,2,9,5226,0
F,Ship,4,4,2,10,4768,1
C,Ship,7,3,4,2,1754,0
D,Road,3,5,2,42,3421,1
D,Flight,4,1,2,1,4198,0
D,Road,2,3,2,53,1530,1
D,Ship,3,2,2,6,4488,1
F,Road,4,1,3,4,4745,0
F,Road,5,5,4,23,1922,1
F,Flight,5,1,4,4,1438,0
B,Ship,3,4,3,8,5364,1
C,Ship,3,4,5,3,4835,1
D,Ship,3,3,3,8,5953,1
A,Ship,3,2,6,63,1953,1
C,Ship,3,1,3,1,4948,0
F,Ship,7,2,4,9,1096,1
F,Ship,5,4,5,2,1723,1
F,Road,6,4,4,9,1595,0
D,Road,3,4,6,7,4098,1
D,Ship,5,2,5,2,1022,0
C,Ship,4,5,2,10,4264,1
B,Ship,4,5,3,54,1314,1
F,Flight,3,3,2,39,1328,1
F,Ship,5,3,5,4,5343,1
F,Flight,4,5,2,2,4533,1
D,Road,2,4,2,1,5374,1
D,Flight,4,3,4,36,1171,1
C,Ship,2,1,4,63,1058,1
F,Ship,2,4,3,6,4226,1
F,Ship,5,5,5,4,1454,0
A,Ship,4,5,4,48,1972,1
B,Ship,6,2,3,3,2974,1
A,Ship,3,1,2,7,4569,0
D,Ship,5,1,2,3,4083,0
C,Ship,3,4,8,5,4869,1
A,Ship,6,5,4,3,1660,0
C,Road,6,2,6,7,5333,1
F,Road,4,2,5,36,3836,1
B,Ship,3,5,4,6,5386,0
A,Ship,4,5,2,6,5937,0
C,Flight,4,3,5,9,1538,0
A,Flight,5,4,5,5,4393,1
F,Road,4,1,7,7,4385,0
D,Ship,3,4,3,10,5629,1
F,Flight,7,3,4,10,1935,1
F,Ship,4,1,6,9,5248,1
C,Ship,5,4,5,6,5659,1
A,Road,2,3,3,46,1694,1
D,Ship,3,4,3,7,5113,0
A,Ship,5,4,5,6,5210,1
D,Ship,4,2,2,54,3261,1
F,Ship,3,1,3,16,1714,1
F,Road,4,4,2,8,5876,0
F,Ship,5,5,3,53,1564,1
D,Ship,3,1,2,19,1183,1
F,Ship,4,3,8,3,4550,0
C,Ship,2,5,3,9,5810,0
B,Flight,3,1,3,3,5127,0
D,Ship,3,2,3,47,2467,1
F,Flight,3,1,5,9,1537,1
F,Road,3,3,4,1,4717,0
D,Ship,5,3,10,34,3441,1
D,Ship,4,3,2,2,4158,0
A,Flight,3,1,2,6,4946,1
A,Ship,5,5,6,3,1965,1
C,Ship,3,4,2,39,2822,1
F,Ship,4,2,3,64,2470,1
B,Ship,4,5,5,9,1978,1
B,Ship,5,2,2,15,2471,1
C,Ship,5,5,5,8,1949,1
B,Flight,4,2,5,2,1255,0
B,Flight,5,5,3,4,5265,1
A,Flight,3,4,3,11,1740,1
A,Ship,5,2,5,4,1072,1
F,Ship,2,2,4,9,4184,1
D,Ship,2,1,3,8,4255,1
D,Flight,3,3,8,7,5257,1
A,Ship,5,1,2,9,1723,0
D,Ship,3,5,8,8,5002,1
D,Road,3,3,3,56,1618,1
B,Road,3,1,2,42,1668,1
D,Ship,4,3,4,10,5911,0
A,Ship,5,4,4,58,1252,1
F,Ship,4,5,5,9,1381,0
D,Ship,3,4,3,1,5722,0
B,Ship,4,5,5,5,1608,1
D,Ship,4,2,2,8,4781,1
D,Ship,2,1,3,29,2732,1
B,Flight,3,1,4,50,2249,1
F,Ship,4,4,3,7,4463,0
B,Road,4,4,5,7,5590,0
F,Ship,4,2,6,6,4179,0
A,Road,3,4,2,61,3207,1
A,Ship,2,5,3,1,4377,0
D,Ship,2,2,3,20,1823,1
F,Ship,4,1,2,1,5001,1
D,Ship,4,2,3,5,4746,0
F,Road,7,4,4,4,1953,1
A,Ship,4,3,2,9,1523,1
D,Ship,5,1,2,9,4887,0
B,Ship,4,2,6,8,1096,1
F,Ship,4,1,3,4,5347,1
D,Road,3,4,3,3,4449,0
F,Road,4,1,5,7,5380,0
F,Ship,5,4,2,8,5885,1
C,Flight,5,2,3,48,1517,1
A,Ship,3,5,4,8,1785,0
C,Ship,6,1,4,10,1960,0
F,Ship,5,3,3,4,4969,1
B,Ship,3,2,2,22,1430,1
A,Road,5,2,2,29,2863,1
F,Flight,6,4,4,8,1465,0
F,Ship,4,1,3,20,2891,1
F,Ship,3,5,2,9,1321,0
A,Ship,4,2,3,2,1212,1
A,Flight,3,1,4,9,5536,0
C,Ship,2,4,3,55,1498,1
A,Ship,3,5,3,2,5229,1
F,Ship,4,1,5,7,5941,1
B,Ship,2,4,4,2,1150,0
B,Ship,4,5,5,8,5669,1
F,Ship,5,1,5,2,5921,1
D,Road,5,5,3,8,3257,1
B,Flight,3,5,3,1,1982,1
F,Ship,3,4,2,24,1442,1
A,Ship,5,3,2,2,1682,1
F,Ship,3,5,4,1,5852,1
D,Ship,4,4,4,10,4571,1
A,Ship,3,1,3,10,5759,0
D,Ship,4,4,7,9,2182,1
A,Ship,5,4,3,3,4411,1
C,Road,3,5,3,7,4480,1
C,Ship,4,5,3,2,5286,1
D,Ship,3,2,3,7,4145,1
D,Ship,4,2,3,1,1182,1
C,Flight,3,2,4,18,3696,1
F,Ship,6,3,4,2,5917,1
F,Road,5,5,2,8,4602,0
C,Ship,4,2,6,3,4392,1
F,Ship,4,1,10,5,5494,1
D,Ship,3,3,2,8,5021,0
F,Ship,4,5,6,64,2271,1
B,Ship,2,4,2,8,4321,1
A,Ship,2,2,3,19,1806,1
F,Flight,5,2,3,12,1802,1
F,Ship,4,4,3,7,5351,1
B,Road,3,1,3,9,5724,0
A,Ship,5,3,3,2,4678,1
F,Ship,4,3,3,5,5108,0
F,Ship,5,5,3,3,5637,0
C,Ship,6,3,5,20,1266,1
F,Road,3,1,3,3,3040,1
F,Ship,4,1,4,9,5853,1
C,Flight,4,3,6,62,3950,1
A,Ship,3,4,3,10,4663,0
C,Ship,5,1,3,60,1883,1
D,Ship,5,3,3,9,4419,1
B,Ship,4,3,6,22,1745,1
B,Ship,4,4,3,4,5393,1
F,Road,2,2,3,22,6614,1
D,Ship,3,1,2,5,4355,1
B,Road,2,2,3,6,4747,0
A,Ship,4,2,5,8,1097,0
F,Ship,4,2,4,3,4120,1
B,Ship,3,3,3,24,3262,1
C,Ship,3,4,4,6,5016,0
F,Ship,3,1,3,61,3010,1
F,Ship,3,4,2,8,4280,1
D,Ship,3,4,8,35,3299,1
B,Ship,5,1,3,2,5141,1
F,Ship,3,2,3,30,1986,1
D,Ship,3,2,3,8,4586,1
F,Road,4,5,3,2,5310,1
F,Road,3,5,2,1,3947,1
F,Road,3,5,3,10,4861,0
A,Ship,7,3,4,10,1548,0
C,Ship,5,1,3,13,3492,1
D,Ship,4,3,3,9,5897,1
F,Ship,3,4,5,5,5365,0
F,Ship,3,4,3,1,5980,0
D,Ship,4,5,3,38,3031,1
F,Road,3,5,2,8,5241,1
F,Ship,3,3,4,1,5301,0
A,Ship,3,2,2,24,2748,1
F,Ship,5,5,5,7,1440,0
C,Ship,3,1,3,4,4208,0
C,Road,3,3,2,7,5719,1
B,Ship,3,2,4,10,5891,0
F,Ship,3,4,2,52,2078,1
F,Road,6,4,3,9,4986,1
A,Ship,3,5,3,61,1473,1
F,Ship,3,5,3,43,1423,1
F,Ship,4,1,2,1,5025,1
C,Ship,4,4,2,5,4562,0
D,Ship,6,4,2,47,4000,1
C,Road,5,1,5,8,1128,1
F,Flight,3,5,3,52,3519,1
D,Ship,2,4,4,48,1463,1
C,Flight,5,4,3,4,4420,1
F,Ship,4,4,3,10,4505,0
F,Ship,3,4,2,10,5844,1
B,Ship,4,3,5,2,5242,1
F,Ship,4,2,4,3,4190,0
F,Ship,2,2,3,2,4153,0
D,Ship,3,5,2,6,5709,1
B,Ship,3,4,3,9,4889,1
F,Ship,6,5,3,8,5946,0
F,Ship,4,5,5,2,5654,1
C,Ship,3,5,3,9,5751,0
D,Ship,3,1,3,10,4784,1
D,Ship,6,4,4,6,1582,0
A,Flight,2,2,5,8,4461,0
B,Ship,6,1,4,8,1524,0
C,Ship,4,1,3,10,5916,0
F,Ship,6,5,4,10,1170,0
C,Ship,5,5,6,2,4883,1
A,Flight,3,1,2,10,5932,1
B,Flight,3,3,7,19,2182,1
F,Ship,3,4,3,46,3223,1
D,Ship,5,3,4,2,1437,0
F,Ship,4,1,2,7,5098,0
C,Ship,3,2,4,17,1276,1
F,Ship,3,4,3,8,5267,1
F,Ship,5,2,2,3,1370,0
F,Ship,3,5,2,56,3711,1
F,Ship,3,3,3,10,5724,1
F,Ship,5,5,3,18,3163,1
C,Ship,3,1,6,5,5339,0
C,Ship,5,3,3,6,2736,1
D,Ship,3,1,3,4,5179,0
F,Road,4,3,4,7,4865,0
B,Ship,3,2,3,1,5322,1
B,Road,2,3,3,23,1930,1
D,Ship,3,5,3,62,3259,1
F,Ship,6,2,4,2,4431,0
F,Road,3,5,2,3,5638,1
F,Ship,4,5,3,3,5380,1
D,Flight,6,2,4,10,1683,0
B,Ship,3,1,6,10,5493,1
D,Ship,4,1,4,10,1343,1
F,Ship,4,4,2,18,2955,1
C,Ship,4,4,8,7,5235,1
F,Ship,3,1,2,3,4184,0
F,Ship,5,3,3,6,5977,0
C,Ship,5,1,3,9,5690,0
B,Ship,3,2,2,2,4635,0
B,Road,5,4,3,2,4397,1
B,Road,4,1,3,5,5232,0
F,Ship,5,5,5,2,1817,0
A,Ship,3,5,3,57,3364,1
A,Ship,4,1,3,7,4788,0
B,Ship,3,1,3,41,1914,1
F,Road,4,4,3,10,5805,0
C,Ship,5,5,5,5,1662,1
D,Ship,3,5,3,2,4784,0
D,Ship,4,1,3,30,2669,1
A,Ship,5,2,3,1,1187,1
F,Ship,3,4,3,9,5133,1
D,Road,4,5,3,8,4046,1
A,Ship,4,2,4,6,2512,1
C,Ship,4,3,4,38,1767,1
A,Flight,3,4,2,8,4162,0
D,Ship,5,4,2,9,3753,1
F,Ship,4,1,6,2,5720,1
B,Ship,5,2,4,21,1674,1
D,Ship,4,5,2,40,2710,1
F,Flight,2,3,3,4,5958,0
A,Ship,4,5,2,10,4437,0
C,Ship,2,4,6,39,3770,1
F,Ship,3,2,4,25,1316,1
F,Ship,4,4,5,6,5891,1
B,Road,2,1,3,42,1247,1
D,Ship,4,4,6,2,1776,1
C,Ship,3,5,3,7,4366,1
C,Road,3,3,8,8,4774,1
B,Ship,3,5,4,11,3464,1
D,Flight,4,1,3,8,5127,0
F,Ship,4,1,10,7,5580,1
F,Road,4,5,3,3,1403,1
B,Road,4,4,3,1,5444,0
D,Ship,5,1,5,7,1924,1
A,Ship,3,1,2,54,1528,1
D,Ship,5,1,3,12,1775,1
F,Ship,5,5,4,61,1265,1
B,Ship,4,4,3,23,1142,1
B,Ship,5,1,2,12,2372,1
C,Flight,4,5,3,10,4331,0
A,Ship,2,3,3,50,1111,1
F,Ship,3,3,3,54,2860,1
A,Ship,4,1,2,5,4133,0
A,Flight,3,2,2,10,4038,1
B,Ship,2,5,3,29,3894,1
B,Road,3,2,3,5,5686,0
F,Road,6,5,4,7,1461,1
C,Ship,4,3,3,7,4799,1
D,Ship,4,5,2,60,1026,1
B,Ship,4,5,2,1,4869,0
D,Road,5,4,2,4,5575,1
C,Ship,7,4,4,6,1873,0
F,Road,5,4,4,65,1951,1
B,Road,5,5,3,23,2626,1
C,Ship,3,2,2,5,5264,0
D,Flight,6,4,4,10,1698,0
F,Ship,3,3,3,52,1158,1
D,Flight,4,3,3,3,5542,0
F,Ship,3,2,4,4,4745,0
D,Ship,3,1,4,10,4265,0
A,Flight,3,5,7,8,4091,1
D,Road,3,2,3,49,2791,1
A,Ship,3,5,3,22,2585,1
A,Ship,3,2,3,40,1723,1
B,Ship,5,5,4,31,2040,1
B,Ship,4,4,2,6,4376,0
D,Ship,5,3,5,2,1312,1
B,Ship,5,2,5,5,5167,0
A,Ship,3,5,2,52,1692,1
F,Ship,3,3,3,7,5185,0
B,Road,3,2,2,20,2731,1
D,Ship,6,5,4,10,1217,0
F,Ship,4,3,3,1,5129,1
D,Ship,5,2,2,6,4741,0
B,Ship,4,5,3,8,4632,0
F,Ship,5,3,3,9,4857,0
F,Ship,7,1,4,8,1088,1
B,Road,3,3,6,9,5322,1
D,Ship,4,5,2,10,5529,1
B,Ship,3,2,3,9,4301,0
C,Ship,6,5,3,5,4096,0
F,Flight,4,4,3,64,1847,1
D,Ship,3,5,2,3,5746,1
A,Flight,5,5,3,5,4814,0
A,Ship,3,1,4,44,2848,1
F,Road,4,2,2,1,4020,1
A,Road,5,4,3,43,3658,1
B,Flight,4,1,7,52,1083,1
C,Ship,3,4,3,7,5429,0
B,Ship,5,1,3,14,2589,1
C,Ship,2,5,4,2,1439,1
D,Ship,6,5,4,3,1009,1
B,Ship,4,1,4,4,2263,1
C,Road,5,1,3,4,4200,0
A,Ship,3,4,3,8,5979,0
C,Ship,3,5,3,53,3670,1
A,Ship,3,1,3,1,5694,1
B,Ship,5,3,2,27,2581,1
F,Ship,3,3,3,6,5261,1
B,Ship,4,2,3,3,4511,0
F,Ship,4,5,5,10,1683,1
F,Road,6,3,5,2,4612,0
A,Ship,4,3,4,9,4429,0
A,Flight,4,1,2,7,4605,0
C,Ship,5,4,4,5,5375,0
B,Ship,4,2,3,4,5345,1
D,Road,3,2,3,4,5361,0
B,Flight,5,3,2,8,5290,1
F,Flight,2,4,10,3,4167,1
A,Ship,3,1,2,6,5704,1
F,Ship,4,3,2,9,4210,0
A,Ship,4,5,3,1,4912,1
F,Ship,4,3,2,3,4862,1
A,Ship,5,5,4,4,4003,0
C,Ship,4,2,5,7,5337,0
C,Ship,5,5,2,44,2548,1
D,Road,4,5,3,3,2758,1
B,Ship,5,1,3,9,4694,0
D,Flight,3,1,3,5,5898,1
B,Flight,3,5,3,1,4480,0
A,Ship,4,5,3,5,4610,0
C,Ship,4,1,5,6,1129,0
F,Ship,3,2,3,58,1785,1
D,Ship,2,3,3,3,1788,1
F,Road,4,2,3,2,4113,1
A,Ship,3,1,2,2,5322,0
A,Road,4,1,4,3,1689,0
D,Ship,3,3,6,26,1825,1
A,Ship,3,2,2,23,1929,1
F,Flight,3,5,4,60,3048,1
D,Ship,6,4,3,44,2064,1
A,Ship,3,4,2,1,5460,0
B,Ship,4,3,6,9,1909,1
C,Flight,6,3,4,4,1358,1
F,Ship,6,5,4,2,1980,0
F,Road,4,4,4,7,5609,1
F,Ship,3,1,2,10,5460,0
F,Ship,5,1,5,2,1558,1
F,Ship,7,3,4,2,1038,1
D,Ship,4,1,3,4,4574,0
D,Ship,3,3,5,6,4524,0
A,Ship,6,3,4,9,1417,1
F,Road,3,1,2,62,1909,1
C,Ship,4,4,2,1,4429,0
F,Ship,4,2,3,48,2953,1
F,Flight,6,3,4,8,1805,0
D,Ship,5,5,5,9,1812,0
F,Ship,7,1,4,3,1357,1
F,Ship,6,4,4,9,1527,0
F,Flight,2,4,3,2,5700,0
D,Ship,4,1,3,4,4029,0
D,Ship,4,5,4,60,3456,1
D,Ship,4,5,2,4,4069,1
F,Ship,5,1,3,7,4540,1
B,Ship,5,3,4,2,3798,1
B,Ship,3,1,5,2,4956,1
F,Ship,5,2,3,4,5415,0
C,Ship,3,4,4,10,4076,0
F,Ship,2,1,2,7,4721,0
F,Ship,4,3,4,1,4257,0
F,Ship,5,2,2,63,1254,1
D,Ship,4,4,3,3,4202,1
F,Ship,3,3,3,4,5924,1
C,Road,3,5,2,37,1234,1
B,Flight,3,5,3,6,5566,0
C,Ship,4,4,8,2,5481,0
F,Ship,6,3,4,5,1452,0
C,Ship,4,4,3,1,4201,0
F,Road,3,1,2,11,2791,1
F,Ship,4,5,3,9,4411,0
C,Flight,4,2,3,47,1434,1
C,Ship,5,2,5,65,1994,1
A,Ship,3,1,2,7,4010,1
A,Ship,5,2,3,9,5656,0
D,Ship,5,3,4,4,4178,1
B,Ship,3,1,4,33,2542,1
C,Ship,5,1,4,1,5011,1
C,Road,3,5,4,5,4761,1
D,Road,4,3,5,8,1756,0
D,Flight,6,2,4,8,1019,0
A,Flight,3,4,3,9,5718,1
F,Ship,4,1,3,25,2582,1
A,Ship,4,2,4,9,4713,1
C,Ship,2,2,3,15,1339,1
F,Ship,5,5,5,7,1958,1
F,Ship,3,3,3,4,5536,0
C,Ship,3,1,3,3,4453,1
A,Ship,5,1,4,4,5363,0
B,Road,4,2,4,36,2583,1
F,Ship,4,5,2,8,5767,1
B,Ship,4,5,4,21,1014,1
D,Road,4,5,3,1,5088,0
A,Ship,4,4,3,9,5644,1
A,Ship,3,2,2,4,4978,1
A,Ship,3,2,3,7,5334,0
A,Ship,4,5,2,4,4910,1
F,Ship,6,4,4,4,4247,1
D,Ship,4,4,5,56,2697,1
D,Ship,3,5,10,26,3244,1
F,Road,3,5,4,7,4520,0
F,Flight,4,4,3,6,4600,1
D,Ship,3,3,3,4,4309,0
A,Flight,4,2,2,17,1285,1
B,Road,3,5,6,7,4608,0
C,Road,6,1,4,5,1624,0
F,Flight,5,3,3,8,5983,0
B,Ship,5,3,3,7,5545,0
F,Ship,5,3,4,10,1317,1
D,Flight,5,2,3,2,4270,0
C,Road,4,3,4,4,4757,0
A,Road,2,2,3,61,1800,1
A,Ship,5,4,2,2,5276,0
C,Ship,5,1,2,10,5086,0
F,Ship,5,3,5,4,1817,0
B,Ship,3,3,3,35,3986,1
D,Ship,4,5,2,4,2725,1
F,Road,4,2,4,1,5922,1
F,Road,4,5,2,7,4289,1
C,Ship,5,4,3,39,3989,1
A,Ship,4,4,3,10,3327,1
C,Ship,4,5,3,33,2129,1
A,Ship,3,3,3,1,5851,1
C,Ship,5,1,2,24,2423,1
A,Ship,4,1,2,4,5851,1
B,Flight,5,1,2,3,4056,1
F,Flight,4,5,2,36,3389,1
F,Flight,3,2,3,40,2180,1
A,Ship,4,3,3,10,1711,1
F,Ship,5,5,5,9,1646,1
D,Flight,4,5,2,21,3830,1
F,Ship,3,2,3,9,2521,1
F,Ship,6,3,3,2,5559,0
D,Ship,4,2,3,10,4126,0
C,Ship,5,2,5,5,1323,0
D,Ship,4,2,5,4,1783,0
F,Ship,4,4,2,38,1001,1
C,Ship,3,1,2,1,5073,1
D,Road,4,5,3,43,3856,1
D,Ship,4,2,2,5,4467,1
F,Ship,4,3,4,9,4492,0
C,Ship,5,1,5,5,4144,0
F,Flight,5,4,2,8,5291,0
D,Road,4,4,5,10,1173,1
B,Ship,4,2,3,7,4381,1
D,Ship,4,4,3,7,5197,0
D,Flight,3,2,3,47,1639,1
B,Ship,3,2,6,2,4417,0
D,Ship,4,1,3,65,1706,1
F,Ship,3,4,2,1,5840,1
C,Ship,6,4,4,4,1973,0
F,Road,6,3,4,3,1006,0
C,Road,2,5,3,2,5098,0
A,Ship,5,3,5,3,1474,0
F,Ship,5,4,2,2,4554,1
F,Ship,4,2,3,9,5337,0
A,Ship,4,1,2,4,4401,0
A,Flight,4,1,3,3,4310,0
A,Ship,4,5,3,20,3872,1
B,Ship,3,1,2,22,1846,1
A,Flight,5,4,5,8,4038,1
A,Ship,4,2,2,11,1596,1
F,Ship,4,4,3,14,3666,1
C,Road,3,1,2,6,4332,0
A,Road,7,1,4,7,1754,0
A,Ship,6,4,3,7,5180,0
A,Road,3,4,5,1,4240,1
F,Ship,3,1,3,61,3280,1
F,Flight,4,1,4,2,5082,0
D,Road,5,3,6,9,1656,0
F,Ship,4,1,3,26,1464,1
D,Flight,3,3,3,5,5362,0
A,Ship,5,3,3,10,4889,1
B,Ship,3,4,3,60,2240,1
F,Ship,5,5,4,3,3440,1
F,Ship,2,1,2,10,1920,1
F,Ship,3,4,2,7,4744,0
C,Flight,5,1,3,2,5632,0
B,Ship,6,3,4,7,1515,0
D,Ship,3,5,2,6,4652,0
F,Ship,4,2,2,8,4878,1
D,Ship,4,3,10,6,5106,1
F,Ship,3,1,3,4,3947,1
B,Ship,4,5,2,47,1536,1
C,Ship,4,2,10,9,4280,1
F,Ship,4,1,5,9,1793,1
A,Road,5,5,2,36,1278,1
F,Road,4,4,2,3,4817,0
B,Ship,5,3,2,9,1809,0
A,Road,6,1,4,3,1506,0
B,Ship,3,5,3,39,2929,1
B,Road,4,3,3,3,5916,1
C,Ship,6,3,4,2,1954,0
D,Ship,3,4,3,37,3492,1
F,Ship,5,3,2,21,2053,1
F,Ship,3,3,3,42,1363,1
F,Flight,4,5,2,44,2651,1
F,Ship,4,5,2,10,4248,0
A,Ship,4,2,2,7,4305,1
D,Road,3,2,3,2,5910,1
F,Ship,3,3,3,44,3370,1
A,Road,2,3,4,3,1364,1
B,Ship,3,4,2,41,3973,1
B,Ship,3,1,3,49,2823,1
B,Ship,6,5,3,32,1921,1
C,Flight,4,4,3,8,4348,0
F,Ship,3,2,4,10,5163,0
F,Ship,3,3,3,7,1901,1
D,Ship,4,3,5,9,1044,0
D,Ship,3,3,3,6,5288,1
B,Ship,3,4,2,2,4177,0
F,Ship,3,2,2,7,4305,0
B,Ship,4,3,3,46,2632,1
C,Road,4,5,6,1,1249,0
F,Road,6,5,4,8,1028,1
F,Ship,3,1,3,57,1833,1
C,Ship,4,3,2,3,4636,1
C,Road,7,1,4,2,1566,0
F,Road,4,1,6,7,1007,0
A,Ship,3,1,2,5,4082,1
D,Ship,4,1,2,10,4646,0
A,Ship,2,2,3,55,1273,1
F,Ship,3,2,3,23,1246,1
B,Ship,3,3,3,7,4968,0
A,Road,7,1,4,2,1540,0
D,Ship,4,3,2,3,4961,1
F,Ship,3,2,3,64,1280,1
D,Flight,5,3,5,2,1630,1
F,Ship,4,3,2,10,4885,1
B,Ship,6,5,4,5,1963,1
F,Road,4,3,4,9,4811,0
F,Ship,3,5,2,8,4914,0
F,Ship,6,1,5,65,1601,1
F,Flight,3,4,3,7,4887,1
D,Ship,3,3,2,4,5960,0
C,Ship,3,3,2,2,5923,0
F,Ship,4,2,2,8,4219,0
D,Ship,5,3,3,5,4560,1
A,Road,2,4,5,9,1740,1
A,Flight,3,2,4,52,1329,1
F,Ship,4,2,3,1,4786,0
F,Road,4,1,2,2,5396,0
F,Road,4,4,10,7,5425,1
B,Ship,4,3,3,1,4137,0
D,Road,3,4,3,46,2844,1
B,Ship,4,3,4,29,3141,1
B,Ship,3,2,3,3,4940,1
F,Ship,3,3,2,55,2259,1
B,Ship,3,5,4,10,5699,1
D,Flight,5,5,4,42,1642,1
D,Ship,3,1,3,6,2715,1
B,Ship,4,3,3,8,3318,1
B,Flight,5,4,2,24,2878,1
A,Ship,3,4,2,7,4332,1
B,Ship,4,4,10,9,4149,0
A,Ship,5,2,3,16,1499,1
B,Ship,5,3,2,10,5633,0
A,Ship,5,5,4,4,5909,0
B,Road,4,5,10,5,4244,0
B,Ship,5,3,5,10,1197,1
F,Ship,3,4,3,6,5912,0
F,Road,5,4,6,8,5098,0
D,Ship,3,4,3,55,1281,1
A,Ship,2,5,3,8,4632,0
F,Ship,3,3,2,9,4860,0
F,Road,5,5,3,6,5547,1
B,Flight,5,3,2,7,4531,1
D,Ship,4,5,3,1,4861,0
F,Road,4,2,4,43,2747,1
F,Ship,3,3,2,18,1661,1
B,Flight,5,4,2,9,3667,1
A,Ship,4,1,4,22,2231,1
C,Ship,4,5,2,4,4783,1
B,Ship,4,4,3,9,4265,1
B,Ship,6,2,5,10,1607,1
C,Ship,4,2,3,7,4323,0
B,Ship,6,2,4,7,1941,0
D,Ship,4,3,3,1,4796,0
D,Ship,2,1,3,9,4774,0
B,Ship,2,2,3,5,1268,1
A,Ship,3,5,3,31,1117,1
A,Ship,4,4,3,2,4150,0
D,Flight,3,1,3,7,5474,1
A,Road,3,1,3,7,5802,1
B,Road,3,5,2,9,4099,1
C,Ship,4,4,3,8,4969,1
F,Ship,3,1,3,47,1611,1
B,Ship,5,2,3,1,4019,0
B,Ship,3,4,2,32,1085,1
C,Ship,6,5,4,4,1887,1
A,Ship,3,1,2,2,4085,0
C,Road,4,1,3,28,2211,1
B,Ship,3,5,3,19,2703,1
F,Flight,4,5,2,1,5836,0
A,Ship,4,5,5,8,1574,1
A,Ship,3,2,2,7,4185,1
A,Road,6,1,5,10,1304,1
D,Ship,3,3,3,10,5243,1
D,Ship,3,3,3,3,5379,1
C,Ship,4,2,3,1,5172,1
F,Ship,4,1,2,1,4866,0
B,Flight,5,4,5,3,3301,1
F,Ship,3,2,2,54,1614,1
F,Ship,3,5,2,7,4958,0
F,Road,2,1,4,53,1036,1
B,Road,7,1,4,4,1151,0
F,Road,3,5,3,1,5024,1
B,Ship,5,4,6,9,1660,0
C,Ship,4,2,3,2,5712,0
A,Ship,3,4,3,7,4079,1
D,Ship,3,5,4,10,5897,0
B,Ship,5,4,3,56,1332,1
D,Ship,5,3,3,43,1446,1
B,Ship,3,2,3,7,5657,1
C,Ship,3,4,3,8,5857,0
F,Flight,5,2,4,10,5400,0
B,Ship,5,5,4,6,4946,1
C,Ship,6,4,4,9,1629,0
F,Ship,3,3,2,2,5361,0
C,Road,3,3,3,9,5575,0
C,Road,4,4,3,4,4651,1
B,Road,5,5,4,9,4208,0
F,Ship,5,3,3,1,4331,0
A,Road,4,3,3,8,5829,1
B,Road,3,2,3,8,5709,0
D,Flight,4,5,3,8,4132,0
D,Ship,5,3,2,7,5248,1
D,Ship,4,1,10,35,1989,1
D,Road,2,4,3,50,3878,1
D,Road,6,2,3,2,4071,0
C,Road,3,3,3,6,5261,0
B,Ship,5,5,5,9,5385,0
F,Ship,3,2,3,7,5896,0
A,Ship,5,1,4,6,4253,1
F,Road,3,3,2,17,3230,1
D,Ship,4,1,2,14,2437,1
F,Ship,3,2,3,3,5207,1
F,Ship,5,4,3,7,4741,1
D,Ship,3,2,3,1,5362,0
A,Ship,4,2,3,4,5902,0
D,Ship,4,2,3,16,2046,1
C,Ship,6,2,5,1,1357,0
C,Ship,3,3,2,9,4355,1
C,Flight,6,2,4,7,1181,1
F,Ship,4,4,3,10,4262,0
F,Ship,3,5,4,3,5215,1
C,Ship,4,1,5,8,1426,1
F,Ship,4,2,3,46,2835,1
F,Road,3,2,3,4,5335,0
